year,Pos,Player,photo,Runs,Mat,Inns,NO,HS,Avg,BF,SR,Century,Fifty,Four,Sixes,Team,Team_logo,Outs
2014,49,Aditya Tare,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,126,15,12,4,24,15.75,98,128.57,0,0,16,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,8
2015,92,Aditya Tare,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,14,2,2,0,7,7,17,82.35,0,0,1,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2016,108,Aditya Tare,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,8,3,2,0,8,4,15,53.33,0,0,1,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,2
2017,91,Aditya Tare,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,18,3,3,0,18,6,23,78.26,0,0,3,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3
2010,75,Adrian Barath,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,42,3,3,1,33,21,42,100,0,0,5,1,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,2
2011,54,Aiden Blizzard,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,120,6,6,0,51,20,87,137.93,0,1,21,2,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,6
2021,45,Aiden Markram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aiden%20Markram.png,146,6,6,1,42,29.2,119,122.68,0,0,12,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,5
2022,18,Aiden Markram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aiden%20Markram.png,381,14,12,4,68,47.63,274,139.05,0,3,25,19,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,7.999160193
2023,42,Aiden Markram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aiden%20Markram.png,248,13,13,2,50,22.55,197,125.88,0,1,18,8,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,10.99778271
2024,47,Aiden Markram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aiden%20Markram.png,220,11,11,2,50,24.44,177,124.29,0,1,18,4,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,9.001636661
2025,14,Aiden Markram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aiden%20Markram.png,445,13,13,0,66,34.23,299,148.82,0,5,38,22,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,13.00029214
2026,32,Aiden Markram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aiden%20Markram.png,162,7,7,0,45,23.14,107,151.4,0,0,17,9,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,7.000864304
2009,128,Ajantha Mendis,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,0,4,1,0,0,1,1,0,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,0
2010,148,Ajantha Mendis,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,2,1,1,1,1,1,100,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2013,155,Ajantha Mendis,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,3,1,0,2,2,4,50,0,0,0,0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,1
2008,125,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,4,2,2,0,4,2,17,23.52,0,0,1,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2009,36,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,144,8,7,1,62,24,123,117.07,0,2,12,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,6
2011,55,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,120,10,7,1,52,20,98,122.44,0,1,12,2,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,6
2012,4,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,560,16,16,2,103,40,433,129.33,1,3,73,10,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,14
2013,8,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,488,18,18,4,68,34.85,458,106.55,0,4,42,11,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,14.00286944
2014,20,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,339,13,12,0,72,28.25,291,116.49,0,3,38,3,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,12
2015,3,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,540,14,13,2,91,49.09,413,130.75,0,4,53,13,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,11.00020371
2016,7,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,480,14,14,3,74,43.63,379,126.64,0,6,54,9,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,11.0016044
2017,13,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,382,16,16,1,60,25.46,323,118.26,0,2,35,9,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,15.00392773
2018,18,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,370,15,14,1,65,28.46,313,118.21,0,1,39,5,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,13.00070274
2019,19,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,393,14,13,1,105,32.75,285,137.89,1,1,45,9,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,12
2020,51,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,113,9,8,0,60,14.12,107,105.6,0,1,12,2,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,8.002832861
2021,113,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,8,2,1,0,8,8,8,100,0,0,1,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2022,65,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,133,7,7,0,44,19,128,103.9,0,0,14,4,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,7
2023,29,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,326,14,11,1,71,32.6,189,172.48,0,2,24,16,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,10
2024,40,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,242,13,12,0,45,20.17,196,123.46,0,0,23,7,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,11.99801686
2025,19,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,390,13,12,1,61,35.45,264,147.72,0,3,36,20,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,11.00141044
2026,38,Ajinkya Rahane,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png,152,7,7,1,67,25.33,105,144.76,0,1,8,9,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,6.000789578
2008,70,Ajit Agarkar,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,54,9,6,1,20,10.8,46,117.39,0,0,5,2,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,5
2009,56,Ajit Agarkar,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,66,11,7,5,39,33,57,115.78,0,0,3,3,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2010,76,Ajit Agarkar,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,40,7,4,3,17,40,29,137.93,0,0,4,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2011,140,Ajit Agarkar,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,7,7,2,1,7,7,6,116.66,0,0,1,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2013,117,Ajit Agarkar,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,12,4,2,1,9,12,16,75,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2013,147,Ajit Chandila,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,8,1,1,4,1,6,66.66,0,0,0,0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,4
2023,118,Akash Deep,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akash%20Deep.png,17,2,1,0,17,17,8,212.5,0,0,2,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,1
2024,156,Akash Deep,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akash%20Deep.png,2,1,1,1,2,1,2,100,0,0,0,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2025,130,Akash Deep,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akash%20Deep.png,6,6,2,1,6,6,2,300,0,0,0,1,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2024,142,Akash Madhwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akash%20Madhwal.png,4,5,1,1,4,1,5,80,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,4
2025,140,Akash Madhwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akash%20Madhwal.png,4,4,1,1,4,1,9,44.44,0,0,0,0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,4
2023,119,Akeal Hosein,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akeal%20Hosein.png,16,1,1,1,16,1,10,160,0,0,1,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,16
2026,121,Akeal Hosein,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Akeal%20Hosein.png,2,4,1,1,2,1,2,100,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2018,117,Akila Dananjaya,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,1,1,1,4,1,5,80,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,4
2012,77,Akshath Reddy,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,73,5,3,0,42,24.33,59,123.72,0,0,6,2,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,3.000411015
2013,70,Akshath Reddy,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,91,7,7,0,27,13,101,90.09,0,0,9,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,7
2016,95,Akshdeep Nath,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,4,3,0,12,6.66,27,74.07,0,0,1,0,GL,https://static.india.com/wp-content/uploads/2017/02/gl.jpg,3.003003003
2017,138,Akshdeep Nath,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,0,1,1,0,0,1,1,0,0,0,0,0,GL,https://static.india.com/wp-content/uploads/2017/02/gl.jpg,0
2018,108,Akshdeep Nath,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,9,1,1,0,9,9,13,69.23,0,0,1,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,1
2019,68,Akshdeep Nath,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,61,8,5,0,24,12.2,57,107.01,0,0,5,2,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,5
2008,22,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,241,13,10,3,71,34.42,163,147.85,0,1,18,14,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,7.001743173
2009,47,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,97,12,10,6,21,24.25,70,138.57,0,0,8,4,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,4
2010,39,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,198,14,11,3,62,24.75,131,151.14,0,1,10,13,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,8
2011,51,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,138,15,13,7,30,23,102,135.29,0,0,8,8,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,6
2012,66,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,107,16,12,5,28,15.28,68,157.35,0,0,5,6,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,7.002617801
2013,90,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,46,8,3,0,23,15.33,37,124.32,0,0,2,3,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,3.000652316
2014,70,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,45,7,5,2,16,15,41,109.75,0,0,1,3,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,3
2015,61,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,86,4,3,2,73,86,65,132.3,0,1,9,2,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2016,97,Albie Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,16,2,1,0,16,16,9,177.77,0,0,0,2,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,1
2020,78,Alex Carey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,32,3,3,1,14,16,29,110.34,0,0,0,1,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,2
2018,42,Alex Hales,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,148,6,6,0,45,24.66,118,125.42,0,0,13,6,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,6.00162206
2012,105,Alfonso Thomas,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,19,4,2,0,12,9.5,15,126.66,0,0,1,1,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,2
2011,152,Ali Murtaza,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,5,1,1,2,1,5,40,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2012,151,Ali Murtaza,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,1,1,1,3,1,5,60,0,0,0,0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,3
2013,141,Ali Murtaza,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,3,1,0,5,5,4,125,0,0,1,0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,1
2019,89,Alzarri Joseph,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Alzarri%20Joseph.png,15,3,2,2,15,1,13,115.38,0,0,2,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,15
2022,143,Alzarri Joseph,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Alzarri%20Joseph.png,5,9,3,2,4,5,7,71.42,0,0,0,0,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,1
2023,140,Alzarri Joseph,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Alzarri%20Joseph.png,7,7,2,2,7,1,12,58.33,0,0,1,0,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,7
2022,141,Aman Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aman%20Khan.png,5,1,1,0,5,5,3,166.66,0,0,1,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2023,70,Aman Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aman%20Khan.png,110,11,9,1,51,13.75,101,108.91,0,1,7,6,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,8
2010,13,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,356,14,14,1,55,27.38,246,144.71,0,2,34,13,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,13.00219138
2011,13,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,395,16,16,2,63,28.21,350,112.85,0,4,44,9,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,14.00212691
2012,23,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,333,17,15,6,81,37,252,132.14,0,2,21,14,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,9
2013,32,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,265,19,17,3,37,18.92,231,114.71,0,0,22,4,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,14.00634249
2014,18,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,361,15,14,0,68,25.78,287,125.78,0,2,31,8,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,14.00310318
2015,26,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,281,15,14,5,53,31.22,193,145.59,0,1,18,16,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,9.000640615
2016,18,Ambati Rayudu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ambati%20Rayudu.png,334,13,12,1,65,30.36,278,120.14,0,2,28,12,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,11.00131752
